MEDDRA_LLT_CODE,MEDDRA_LLT,SNOMED_CT_CODE,SNOMED_CT_FSN
10003541,Assisted ventilation,266700009,Assisted breathing (regime/therapy)
10003544,AST increased,160931000119108,Aspartate transaminase level above reference range (finding)
10003549,Asthenia,13791008,Asthenia (finding)
10003552,Asthenopia,70323002,Eye strain (finding)
10003553,Asthma,195967001,Asthma (disorder)
10003554,Asthma aggravated,281239006,Exacerbation of asthma (disorder)
10003555,Asthma bronchial,195967001,Asthma (disorder)
10003560,Asthma NOS,195967001,Asthma (disorder)
10003561,"Asthma, unspecified",195967001,Asthma (disorder)
10003565,Asthmatic,195967001,Asthma (disorder)
10003566,Asthmatic attack,281239006,Exacerbation of asthma (disorder)
10003568,Asthmatoid bronchitis,405944004,Asthmatic bronchitis (disorder)
10003569,Astigmatism,82649003,Astigmatism (disorder)
10003571,Astrocytoma,1157043006,Astrocytoma (morphologic abnormality)
10003581,Asymptomatic HIV infection,91947003,Asymptomatic human immunodeficiency virus infection (disorder)
10003583,Asymptomatic infection with HIV,91947003,Asymptomatic human immunodeficiency virus infection (disorder)
10003586,Asystole,397829000,Asystole (disorder)
10003591,Ataxia,20262006,Ataxia (finding)
10003598,Atelectasis,46621007,Atelectasis (disorder)
10003601,Atherosclerosis,38716007,Atherosclerosis (morphologic abnormality)
10003604,Atherosclerosis obliterans,361133006,Arteriosclerosis obliterans (disorder)
10003621,Athlete's foot,6020002,Tinea pedis (disorder)
10003638,Atopic asthma,424643009,Immunoglobulin E-mediated allergic asthma (disorder)
10003639,Atopic dermatitis,24079001,Atopic dermatitis (disorder)
10003641,Atopic eczema,24079001,Atopic dermatitis (disorder)
10003645,Atopy,115665000,Atopy (finding)
10003656,Atrial arrhythmia,17366009,Atrial arrhythmia (disorder)
10003658,Atrial fibrillation,49436004,Atrial fibrillation (disorder)
10003659,Atrial fibrillation aggravated,49436004,Atrial fibrillation (disorder)
10003661,Atrial fibrillation paroxysmal,282825002,Paroxysmal atrial fibrillation (disorder)
10003662,Atrial flutter,5370000,Atrial flutter (disorder)
10003664,Atrial septal defect,70142008,Atrial septal defect (disorder)
10003667,Atrial septal defect repair,112811009,Closure of atrial septal defect (procedure)
10003668,Atrial tachycardia,276796006,Atrial tachycardia (disorder)
10003671,Atrioventricular block,233917008,Atrioventricular block (disorder)
10003673,Atrioventricular block complete,27885002,Complete atrioventricular block (disorder)
10003674,Atrioventricular block first degree,270492004,First degree atrioventricular block (disorder)
10003685,Atrophic gastritis,84568007,Atrophic gastritis (disorder)
10003690,Atrophic vaginitis,52441000,Atrophic vaginitis (disorder)
10003728,Attempted suicide,82313006,Suicide attempt (event)
10003731,Attention deficit disorder,35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)"
10003733,Attention deficit disorder of childhood with hyperactivity,406506008,Attention deficit hyperactivity disorder (disorder)
10003735,Attention deficit-hyperactivity disorder,406506008,Attention deficit hyperactivity disorder (disorder)
10003736,Attention deficit/hyperactivity disorder,406506008,Attention deficit hyperactivity disorder (disorder)
10003748,Atypical depressive disorder,191659001,Atypical depressive disorder (disorder)
10003757,Atypical pneumonia,233606009,Atypical pneumonia (disorder)
10003785,Auditory hallucinations,45150006,Auditory hallucinations (finding)
10003790,Augmentation mammoplasty,22890008,Augmentation mammoplasty (procedure)
10003796,Auricular fibrillation,49436004,Atrial fibrillation (disorder)
10003805,Autism,35919005,Pervasive developmental disorder (disorder)
10003822,Autoimmune haemolytic anaemia NOS,413603009,Autoimmune hemolytic anemia (disorder)
10003824,Autoimmune haemolytic disease NOS,413603009,Autoimmune hemolytic anemia (disorder)
10003825,Autoimmune hemolytic anemia,413603009,Autoimmune hemolytic anemia (disorder)
10003827,Autoimmune hepatitis,408335007,Autoimmune hepatitis (disorder)
10003829,Autologous bone marrow transplantation therapy,58776007,Autologous bone marrow transplant (procedure)
10003835,Automobile accident,426772002,Automobile accident (event)
10003846,AV block,233917008,Atrioventricular block (disorder)
10003870,Axillary abscess,13802001,Abscess of axilla (disorder)
10003871,Axillary adenopathy,127189005,Axillary lymphadenopathy (disorder)
10003875,Axillary lymph nodes enlarged,127189005,Axillary lymphadenopathy (disorder)
10003885,Azotaemia,445009001,Azotemia (disorder)
10003886,Azotemia,445009001,Azotemia (disorder)
10003887,Azotemia of renal origin,371019009,Azotemia due to intrarenal disease (disorder)
10003888,Azotemia prerenal,445646001,Prerenal azotemia (disorder)
10003889,Azotemia renal,371019009,Azotemia due to intrarenal disease (disorder)
10003899,B-cell lymphoma,109979007,B-cell lymphoma (disorder)
10003917,B-cell type acute leukaemia,277571004,B-cell acute lymphoblastic leukemia (disorder)
10003946,"B-Lymphocytic, CLL (Kiel Classification)",92814006,"Chronic lymphoid leukemia, disease (disorder)"
10003969,Baby premature,395507008,Premature infant (finding)
10003978,Back ache,161891005,Backache (finding)
10003983,Back disorder,33308003,Disorder of back (disorder)
10003984,Back disorder NOS,33308003,Disorder of back (disorder)
10003986,Back injury,712893003,Traumatic or non-traumatic injury of back (disorder)
10003988,Back pain,161891005,Backache (finding)
10003993,Backache,161891005,Backache (finding)
10003994,"Backache, unspecified",161891005,Backache (finding)
10003995,Background diabetic retinopathy,390834004,Nonproliferative retinopathy due to diabetes mellitus (disorder)
10003997,Bacteraemia,5758002,Bacteremia (finding)
10003999,Bacteremia,5758002,Bacteremia (finding)
10004028,Bacterial infection due to helicobacter pylori (H. pylori),721730009,Infection caused by Helicobacter pylori (disorder)
10004035,Bacterial infection due to staphylococcus aureus,406602003,Infection caused by Staphylococcus aureus (disorder)
10004044,Bacterial infection NOS,87628006,Bacterial infectious disease (disorder)
10004049,Bacterial meningitis,95883001,Bacterial meningitis (disorder)
10004051,"Bacterial pneumonia, unspecified",53084003,Bacterial pneumonia (disorder)
10004055,Bacterial vaginosis,419760006,Bacterial vaginosis (disorder)
10004063,Bad dreams,419748005,Unpleasant dream (finding)
10004064,Bad mood,48079002,Disturbance in mood (finding)
10004069,Baker's cyst,240008008,Synovial cyst of knee (disorder)
10004070,Balance difficulty,282302006,Difficulty balancing (finding)
10004071,Balance impaired NOS,387603000,Impairment of balance (finding)
10004073,Balanitis,44882003,Balanitis (disorder)
10004087,Band-like headache,398057008,Tension-type headache (disorder)
10004134,Barrett's esophagus,302914006,Barrett's esophagus (disorder)
10004137,Barrett's oesophagus,302914006,Barrett's esophagus (disorder)
10004141,Bartholin's cyst removal,67579003,Excision of cyst of Bartholin gland (procedure)
10004142,Bartholinitis,6815003,Bartholinitis (disorder)
10004146,Basal cell carcinoma,1338007,Basal cell carcinoma (morphologic abnormality)
10004148,Basal cell carcinoma excision,300025007,Excision of basal cell carcinoma (procedure)
10004161,Basedow's disease,353295004,Graves' disease (disorder)
10004188,BCG infection,373576009,Infection caused by Mycobacterium tuberculosis (disorder)
10004200,Bee sting hypersensitivity,282095007,Allergic reaction caused by bee sting (disorder)
10004203,Behavior abnormal,25786006,Abnormal behavior (finding)
10004204,Behavior disorder,25786006,Abnormal behavior (finding)
10004206,Behaviour abnormal,25786006,Abnormal behavior (finding)
10004207,Behaviour disorder,25786006,Abnormal behavior (finding)
10004210,Behavioural disorder,25786006,Abnormal behavior (finding)
10004212,Behcet's disease,310701003,Behcet's syndrome (disorder)
10004213,Behcet's syndrome,310701003,Behcet's syndrome (disorder)
10004222,Belching,271834000,Burping (finding)
10004223,Bell's palsy,193093009,Bell's palsy (disorder)
10004227,Below knee amputation,88312006,Amputation of leg through tibia and fibula (procedure)
10004242,Benign breast lump removal,63348002,Excision of benign tumor of breast (procedure)
10004243,Benign breast neoplasm,269485000,Benign neoplasm of breast (disorder)
10004254,Benign essential hypertension,1201005,Benign essential hypertension (disorder)
10004294,Benign mucous membrane pemphigoid,34250006,Benign mucous membrane pemphigoid (disorder)
10004398,Benign neoplasm of skin,92384009,Benign neoplasm of skin (disorder)
10004412,Benign neoplasm of thyroid gland,92439006,Benign neoplasm of thyroid gland (disorder)
10004436,Benign paroxysmal positional vertigo,111541001,Benign paroxysmal positional vertigo (disorder)
10004446,Benign prostatic hyperplasia,266569009,Benign prostatic hyperplasia (disorder)
10004447,Benign prostatic hypertrophy,266569009,Benign prostatic hyperplasia (disorder)
10004477,Benzodiazepine dependent,231473004,Benzodiazepine dependence (disorder)
10004478,Bereavement,74506000,Bereavement (finding)
10004505,Beta thalassaemia,65959000,Beta thalassemia (disorder)
10004541,Bewilderment,40917007,Clouded consciousness (finding)
10004543,Bi-ventricular failure,92506005,Biventricular congestive heart failure (disorder)
10004556,Bilateral blindness,193699007,Blindness - both eyes (disorder)
10004558,Bilateral cataracts,95722004,Bilateral cataracts (disorder)
10004580,Bilateral salpingo-oophorectomy,29827000,Excision of bilateral fallopian tubes and ovaries (procedure)
10004593,Bile duct cancer,70179006,Cholangiocarcinoma (morphologic abnormality)
10004653,Biliary atresia,77480004,Congenital biliary atresia (disorder)
10004655,Biliary carcinoma,363415003,Malignant tumor of biliary tract (disorder)
10004663,Biliary colic,37389005,Biliary colic (finding)
10004682,Bilious vomiting,71419002,Bilious vomiting (disorder)
10004688,Bilirubin elevated,26165005,Bilirubin level above reference range (finding)
10004690,Bilirubin increased,26165005,Bilirubin level above reference range (finding)
10004908,Bipolar affective disorder,13746004,Bipolar disorder (disorder)
10004919,"Bipolar affective disorder, manic",191618007,"Bipolar affective disorder, current episode manic (disorder)"
10004927,"Bipolar affective disorder, mixed",191636007,Mixed bipolar affective disorder (disorder)
10004935,"Bipolar affective disorder, unspecified",13746004,Bipolar disorder (disorder)
10004936,Bipolar depression,767631007,"Bipolar disorder, most recent episode depression (disorder)"
10004939,Bipolar I disorder,371596008,Bipolar I disorder (disorder)
10004940,Bipolar II disorder,83225003,Bipolar II disorder (disorder)
10004944,Birth control,13197004,Uses contraception (finding)
10004945,Birth control pill,5935008,Uses oral contraception (finding)
10004956,Birth twin,28030000,Twin birth (finding)
10004958,Birth weight low,276610007,Low birth weight infant (disorder)
10004977,Black stools,35064005,Dark stools (finding)
10004979,Blacked out,419045004,Loss of consciousness (finding)
10004982,Blackout,271594007,Syncope (finding)
10005003,Bladder cancer,399326009,Malignant neoplasm of urinary bladder (disorder)
10005014,Bladder carcinoma,255108000,Carcinoma of urinary bladder (disorder)
10005035,Bladder disorder NOS,42643001,Disorder of urinary bladder (disorder)
10005046,Bladder incontinence,165232002,Urinary incontinence (finding)
10005047,Bladder infection,38822007,Cystitis (disorder)
10005056,Bladder neoplasm,126885006,Neoplasm of urinary bladder (disorder)
10005070,Bladder repair,74146001,Repair of urinary bladder (procedure)
10005084,Bladder transitional cell carcinoma,255109008,Transitional cell carcinoma of urinary bladder (disorder)
10005088,Blanching of skin,4470009,Blanching of skin (finding)
10005103,Bleeding,131148009,Bleeding (finding)
10005115,Bleeding gastric ulcer,15902003,Gastric ulcer with hemorrhage (disorder)
10005116,Bleeding gastrointestinal,74474003,Gastrointestinal hemorrhage (disorder)
10005117,Bleeding genital,890094005,Bleeding from genital region (finding)
10005121,Bleeding intracranial,1386000,Intracranial hemorrhage (disorder)
10005123,Bleeding menstrual heavy,386692008,Menorrhagia (finding)
10005124,Bleeding nose,249366005,Bleeding from nose (finding)
10005129,Bleeding PR (excl gut haemorrhage and piles),12063002,Rectal hemorrhage (disorder)
10005131,Bleeding rectal,12063002,Rectal hemorrhage (disorder)
10005134,Bleeding tendency,64779008,Blood coagulation disorder (disorder)
10005143,Bleeding vaginal,289530006,Bleeding from vagina (finding)
10005148,Blepharitis,41446000,Blepharitis (disorder)
10005159,Blepharospasm,59026006,Blepharospasm (disorder)
10005161,Blind,193699007,Blindness - both eyes (disorder)
10005162,Blind both eyes,193699007,Blindness - both eyes (disorder)
10005163,Blind hypertensive eye,264008,Blind hypertensive eye (disorder)
10005164,Blind hypotensive eye,105597003,Blindness AND/OR vision impairment level (disorder)
10005165,Blind left eye,274571007,Blind left eye (disorder)
10005169,Blindness,193699007,Blindness - both eyes (disorder)
10005180,Blindness NOS,193699007,Blindness - both eyes (disorder)
10005187,"Blindness, both eyes",193699007,Blindness - both eyes (disorder)
10005191,Blister,417237009,Blister of skin AND/OR mucosa (disorder)
10005214,Blistering,417237009,Blister of skin AND/OR mucosa (disorder)
10005215,Blistering of mouth,283121001,Traumatic blister of mouth (disorder)
10005216,Blisters,417237009,Blister of skin AND/OR mucosa (disorder)
10005264,Bloated feeling,60728008,Swollen abdomen (finding)
10005265,Bloating,60728008,Swollen abdomen (finding)
10005364,Blood bilirubin increased,166612004,Serum bilirubin above reference range (finding)
10005372,Blood blister,285355007,Blood blister (disorder)
10005423,Blood cholesterol abnormal,67991000119104,Serum cholesterol outside reference range (finding)
10005425,Blood cholesterol increased,166830008,Serum cholesterol above reference range (finding)
10005470,Blood creatine phosphokinase increased,432352001,Creatine kinase level above reference range (finding)
10005483,Blood creatinine increased,166717003,Serum creatinine above reference range (finding)
10005493,Blood disorder NOS,414022008,Disorder of cellular component of blood (disorder)
10005554,Blood glucose abnormal,166922008,Blood glucose outside reference range (finding)
10005555,Blood glucose decreased,166891009,Random blood sugar below reference range (finding)
10005557,Blood glucose increased,444780001,Glucose in blood specimen above reference range (finding)
10005565,Blood group A,112144000,Blood group A (finding)
10005568,Blood group O,58460004,Blood group O (finding)
10005603,Blood in stool,405729008,Hematochezia (finding)
10005604,Blood in urine,34436003,Blood in urine (finding)
10005619,Blood iron decreased,165623008,Serum iron below reference range (finding)
10005630,Blood lactate dehydrogenase increased,396697000,Serum lactate dehydrogenase level above reference range (finding)
10005645,Blood loss of (NOS),131148009,Bleeding (finding)
10005724,Blood potassium decreased,166690008,Serum potassium level below reference range (finding)
10005728,Blood pressure abnormal,38936003,Abnormal blood pressure (finding)
10005734,Blood pressure decreased,12763006,Decreased blood pressure (finding)
10005744,Blood pressure dropped,12763006,Decreased blood pressure (finding)
10005746,Blood pressure fluctuation,251080003,Labile blood pressure (finding)
