ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_IND_CODE_CD,PROJECT_IND_NAME_NM,PROJECT_IND_DESCRIPTION_DESC,PROJECT_IND_RESPONSIBLE,PROJECT_IND_STATUS,PROJECT_IND_STATUS_DETAILED,CLINICAL_IND,MEDICAL_THERAPEUTIC_AREA,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,PROJECT_IND_PHASE,STATE
62013,674459c3c15b061bf75f5a36,PIN00000000064,LC81349_IND001,,Serie for Bio Oncology Disco,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:17.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62014,674459c3c15b061bf75f5a37,PIN00000000065,LC81350_IND001,Solid Tumors,Solid Tumors with PD1+ T-cells,CI,Stopped,Stopped inactive,10065252,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:42.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62015,674459c3c15b061bf75f5a3b,PIN00000000069,LC81356_IND001,,Serie for Bio Oncology Disco,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:35.000,2026-01-24 06:50:42.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62016,674459c3c15b061bf75f5a3c,PIN0000000006A,LC81359_IND002,Asthma,Asthma,CF,Stopped,Stopped inactive,10003553,,MDM,2024-11-25 11:04:35.000,2025-06-05 05:58:01.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62017,674459c3c15b061bf75f5a3d,PIN0000000006B,LC81359_IND003,IBD,Inflammatory Bowel Disease,CF,Stopped,Stopped inactive,10021972,,MDM,2024-11-25 11:04:35.000,2025-06-05 05:58:22.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62018,674459c3c15b061bf75f5a41,PIN0000000006F,LC81367_IND001,Lung Cancer,Lung Cancer,CI,Ongoing,Ongoing,10058467,,MDM,2024-11-25 11:04:35.000,2025-10-23 05:50:26.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62019,674459c3c15b061bf75f5a44,PIN0000000006I,LC81372_IND001,IBD,Inflammatory Bowel Disease,CF,Ongoing,Ongoing,10021972,,MDM,2024-11-25 11:04:35.000,2025-12-19 06:52:03.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62020,674459c3c15b061bf75f5a47,PIN0000000006L,LC81375_IND001,,Serie for small molecule Disco,CF,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:58.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62021,674459c3c15b061bf75f5a49,PIN0000000006N,LC81377_IND001,SCD,Sickle Cell Disease,CJ,Ongoing,Ongoing,10040644,,MDM,2024-11-25 11:04:35.000,2025-11-13 06:51:10.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62022,674459c3c15b061bf75f5a4a,PIN0000000006O,LC81379_IND001,AD,Atopic Dermatitis,CF,Stopped,Stopped inactive,10012438,,MDM,2024-11-25 11:04:35.000,2026-01-17 06:51:32.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62023,674459c3c15b061bf75f5a4b,PIN0000000006P,LC81379_IND002,Asthma,Asthma,CF,Ongoing,Ongoing,10003553,,MDM,2024-11-25 11:04:35.000,2025-08-09 05:53:10.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62024,674459c3c15b061bf75f5a4c,PIN0000000006Q,LC81379_IND003,COPD,Chronic Obstructive Pulmonary Disease,CF,Ongoing,Ongoing,10009033,,MDM,2024-11-25 11:04:35.000,2025-08-09 05:53:11.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62025,674459c3c15b061bf75f5a4d,PIN0000000006R,LC81379_IND005,EoE,Eosinophilic Esophagitis,CF,Ongoing,Ongoing,10064212,,MDM,2024-11-25 11:04:35.000,2025-08-09 05:52:53.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62026,674459c3c15b061bf75f5a52,PIN0000000006W,LC81390_IND001,IBD,Inflammatory Bowel Disease,CF,Ongoing,Ongoing,10021972,,MDM,2024-11-25 11:04:35.000,2025-12-09 06:50:58.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62027,674459c3c15b061bf75f5a53,PIN0000000006X,LC81390_IND002,COPD,Chronic Obstructive Pulmonary Disease,CF,Ongoing,Ongoing,10009033,,MDM,2024-11-25 11:04:35.000,2025-11-01 06:54:36.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62028,674459c3c15b061bf75f5bb6,PIN0000000006Y,LC81390_IND004,Psoriasis,Psoriasis,CF,Ongoing,Ongoing,10037153,,MDM,2024-11-25 11:04:35.000,2025-11-01 06:54:22.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62029,674459c3c15b061bf75f5bb8,PIN00000000070,LC81391_IND001,AD - Prem Frontrunner,Atopic Dermatitis - Premier Frontrunner,CF,Completed,Completed inactive,10012438,,MDM,2024-11-25 11:04:35.000,2026-01-24 06:50:53.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62030,674459c3c15b061bf75f5bb9,PIN00000000071,LC81391_IND002,AD - Add Frontrunner,Atopic Dermatitis - Additional Frontrunner,CF,Ongoing,Ongoing,10012438,,MDM,2024-11-25 11:04:35.000,2026-01-17 06:50:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62031,674459c3c15b061bf75f5bbb,PIN00000000073,LC81393_IND001,,Serie for small molecule Oncology Disco,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:35.000,2026-01-23 06:52:22.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62032,674459c3c15b061bf75f5bbd,PIN00000000075,LC81396_IND002,IBD,Inflammatory Bowel Disease,CF,Ongoing,Ongoing,10021972,,MDM,2024-11-25 11:04:35.000,2025-11-01 06:54:30.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62033,674459c3c15b061bf75f5bc3,PIN0000000007B,LC81401_IND001,,Serie for Bio Disco,CO,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:35.000,2026-01-23 06:51:57.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62034,674459c3c15b061bf75f5bc4,PIN0000000007C,LC81402_IND001,IBD,Inflammatory Bowel Disease,CF,Ongoing,Ongoing,10021972,,MDM,2024-11-25 11:04:35.000,2025-10-15 05:52:14.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62035,674459c3c15b061bf75f5bc5,PIN0000000007D,LC81405_IND001,AD,Atopic Dermatitis,CF,Stopped,Stopped inactive,10012438,,MDM,2024-11-25 11:04:35.000,2026-01-24 06:51:14.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62036,674459c3c15b061bf75f5bca,PIN0000000007I,LC81412_IND002,SLE,Systemic Lupus Erythematosus,CF,Ongoing,Ongoing,10042945,,MDM,2024-11-25 11:04:35.000,2025-08-09 05:53:12.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62037,674459c3c15b061bf75f5bcc,PIN0000000007K,LC81412_IND006,Psoriasis,Psoriasis,CF,Ongoing,Ongoing,10037153,,MDM,2024-11-25 11:04:35.000,2025-05-08 05:54:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62038,674459c3c15b061bf75f5bcd,PIN0000000007L,LC81413_IND002,COPD,Chronic Obstructive Pulmonary Disease,CF,Stopped,Stopped inactive,10009033,,MDM,2024-11-25 11:04:35.000,2025-08-21 05:52:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62039,674459c3c15b061bf75f5bce,PIN0000000007M,LC81413_IND003,SLE,Systemic Lupus Erythematosus,CF,Stopped,Stopped inactive,10042945,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62040,674459c3c15b061bf75f5bcf,PIN0000000007N,LC81413_IND004,OA,Osteoarthritis,CF,Stopped,Stopped inactive,10031161,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:51:04.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62041,674459c3c15b061bf75f5bd5,PIN0000000007T,LC81417_IND002,LN,Lupus Nephritis,CF,Completed,Completed active,10025140,,MDM,2024-11-25 11:04:35.000,2025-10-01 05:50:49.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62042,674459c3c15b061bf75f5bd6,PIN0000000007U,LC81417_IND003,Myositis,Myositis,CF,Completed,Completed active,10012503,,MDM,2024-11-25 11:04:35.000,2025-10-01 05:50:44.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62043,674459c3c15b061bf75f5bd9,PIN0000000007X,LC81417_IND006,MS,Multiple Sclerosis,CF,Completed,Completed active,10028245,,MDM,2024-11-25 11:04:35.000,2025-10-01 05:50:37.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62044,674459c3c15b061bf75f5bda,PIN0000000007Y,LC81418_IND001,FSHD,Facioscapulohumeral Muscular Dystrophy,CJ,Completed,Completed active,10064087,,MDM,2024-11-25 11:04:35.000,2025-12-11 06:52:04.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62045,674459c3c15b061bf75f5bdc,PIN00000000080,LC81419_IND004,SSc,Systemic Sclerosis,CF,Ongoing,Ongoing,10042953,,MDM,2024-11-25 11:04:35.000,2025-11-01 06:54:29.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62046,674459c3c15b061bf75f5be0,PIN00000000084,LC81423_IND001,Lung Cancer,Lung Cancer,CI,Ongoing,Ongoing,10058467,,MDM,2024-11-25 11:04:35.000,2025-12-18 06:52:12.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62047,674459c3c15b061bf75f5be2,PIN00000000086,LC81424_IND003,PsA,Psoriasis Arthritis,CF,Ongoing,Ongoing,10037162,,MDM,2024-11-25 11:04:35.000,2025-11-01 06:54:18.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62048,674459c3c15b061bf75f5be3,PIN00000000087,LC81424_IND004,AS,Ankylosing Spondylitis,CF,Ongoing,Ongoing,10002556,,MDM,2024-11-25 11:04:35.000,2025-11-01 06:54:39.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62049,674459c3c15b061bf75f5be6,PIN0000000008A,LC90190_IND001,,Discovery,CF,Stopped,Stopped inactive,10012438,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:54.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62050,674459c3c15b061bf75f5be7,PIN0000000008B,MMV_SAR441121_IND050,,Malaria,HB,Completed,Completed inactive,10025487,J,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:49.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62051,674459c4c15b061bf75f5d4a,PIN0000000008C,MMV_SSR97193_INDIC_OTHERS,,Indication for Others file,HB,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:35.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62052,674459c4c15b061bf75f5d4c,PIN0000000008E,OC00865_INDIC_OTHERS,,External Opportunities Evaluation Oncology,CI,,,,,MDM,2024-11-25 11:04:36.000,2025-11-28 06:50:27.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62053,674459c4c15b061bf75f5d4e,PIN0000000008G,OC00878_INDIC_OTHERS,,Indication for Others file,CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62054,674459c4c15b061bf75f5d4f,PIN0000000008H,OC00879_INDIC_OTHERS,,External Innovation support for PCS-DMPK-TIM-TS,CL,,,,,MDM,2024-11-25 11:04:36.000,2026-01-13 06:51:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62055,674459c4c15b061bf75f5d57,PIN0000000008P,OC01115_INDIC_OTHERS,,Indication for Others file,CL12,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:33.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62056,674459c4c15b061bf75f5d59,PIN0000000008R,OC01156_INDIC_OTHERS,,Prospective Research,CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:51:07.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62057,674459c4c15b061bf75f5d5b,PIN0000000008T,OC01166_INDIC_OTHERS,,Indication for Others file,CL10,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:39.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62058,674459c4c15b061bf75f5d5c,PIN0000000008U,OC01170_INDIC_OTHERS,,TransQST (PCS),CL14,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:44.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62059,674459c4c15b061bf75f5d5e,PIN0000000008W,OC01173_INDIC_OTHERS,,Indication for Others file,CL12,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:21.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62060,674459c4c15b061bf75f5d61,PIN0000000008Z,OC01188_INDIC_OTHERS,,Indication for Others file,CH,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:50.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62061,674459c4c15b061bf75f5d62,PIN00000000090,OC01189_INDIC_OTHERS,,eTRANSAFE (PCS),CL14,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:58.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62062,674459c4c15b061bf75f5d63,PIN00000000091,OC01197_INDIC_OTHERS,,Indication for Others file,CD,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62063,674459c4c15b061bf75f5d64,PIN00000000092,OC01207_INDIC_OTHERS,,Understanding the Blood Brain Barrier,CH,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62064,674459c4c15b061bf75f5d65,PIN00000000093,OC01222_INDIC_OTHERS,,RT-Cure,CF,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:43.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62065,674459c4c15b061bf75f5d6a,PIN00000000098,OC01283_INDIC_OTHERS,,Multiproject Operational Activities (LMR),CL,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62066,674459c4c15b061bf75f5d6e,PIN0000000009C,OC01580_INDIC_OTHERS,,Indication for Others file,CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:51:07.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62067,674459c4c15b061bf75f5d6f,PIN0000000009D,OC01601_INDIC_OTHERS,,Conditional Activation (LMR),CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:51:01.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62068,674459c4c15b061bf75f5d71,PIN0000000009F,OC01622_INDIC_OTHERS,,Indication for Others file,CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:57.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62069,674459c4c15b061bf75f5d72,PIN0000000009G,OC01640_INDIC_OTHERS,,Immuno External Opportunity Evaluation,CF,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:33.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62070,674459c4c15b061bf75f5d74,PIN0000000009I,OC01780_INDIC_OTHERS,,Indication for Others file,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:51:08.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62071,674459c4c15b061bf75f5d75,PIN0000000009J,OC01800_INDIC_OTHERS,,Indication for Others file,CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:46.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62072,674459c4c15b061bf75f5d76,PIN0000000009K,OC01801_INDIC_OTHERS,,Indication for Others file,CL,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:58.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62073,674459c4c15b061bf75f5d77,PIN0000000009L,OC01802_INDIC_OTHERS,,DMTA Cycle optimization  (IDD),CL,,,,,MDM,2024-11-25 11:04:36.000,2025-04-12 05:50:24.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62074,674459c2c15b061bf75f58a7,PIN0000000004V,LC81275_SERIE_SMALL_MOL_DISCO,,Discovery,CF,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:34.000,2025-04-12 05:50:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62075,674459c2c15b061bf75f58a8,PIN0000000004W,LC81277_IND001,GPC3+ HCC,GPC3+ Hepato Cellular Carcinoma,CI,Ongoing,Ongoing,10019697,,MDM,2024-11-25 11:04:34.000,2026-01-24 06:50:20.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62076,674459c2c15b061bf75f58ae,PIN00000000052,LC81287_IND001,DLBCL,Diffuse large B-cell lymphoma,CI,Stopped,Stopped inactive,10029547,,MDM,2024-11-25 11:04:34.000,2025-12-12 06:51:59.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62077,674459c2c15b061bf75f58af,PIN00000000053,LC81288_SERIE_BIO_ONCO_DISCO,,Discovery,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:34.000,2025-04-12 05:50:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62078,674459c2c15b061bf75f58b1,PIN00000000055,LC81297_IND001,,Discovery,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:34.000,2025-04-12 05:50:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62079,674459c2c15b061bf75f58b2,PIN00000000056,LC81300_IND001,MM,Multiple Myeloma,CI,Stopped,Stopped inactive,10028228,,MDM,2024-11-25 11:04:34.000,2025-12-11 06:52:08.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62080,674459c2c15b061bf75f58b7,PIN0000000005B,LC81305_SERIE_BIO_ONCO_DISCO,,Discovery,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:34.000,2025-09-03 05:50:48.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62081,674459c2c15b061bf75f58b8,PIN0000000005C,LC81306_IND001,,Serie for Bio Oncology Disco,CI,Completed,Completed inactive,10065252,,MDM,2024-11-25 11:04:34.000,2025-04-12 05:50:56.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62082,674459c2c15b061bf75f58ba,PIN0000000005E,LC81308_IND001,,Serie for small molecule Oncology Disco,CI,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:34.000,2025-04-12 05:50:57.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62083,674459c2c15b061bf75f58bf,PIN0000000005J,LC81311_IND003,COPD,Chronic Obstructive Pulmonary Disease,CF,Ongoing,Ongoing,10009033,,MDM,2024-11-25 11:04:34.000,2025-11-11 06:51:06.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62084,674459c3c15b061bf75f5a22,PIN0000000005K,LC81312_IND001,CPI R/R Solid Tumors,CPI R/R Solid Tumors,CI,Stopped,Stopped inactive,10065252,,MDM,2024-11-25 11:04:35.000,2025-05-09 05:50:30.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62085,674459c3c15b061bf75f5a23,PIN0000000005L,LC81314_IND001,,Serie for Bio Oncology Disco,CI,Completed,Completed inactive,10067821,,MDM,2024-11-25 11:04:35.000,2025-04-12 05:50:35.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62086,674459cec15b061bf75f79c4,PIN000000000XU,OC01958_IND001,,Indication for Others file,CL,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:50:37.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62087,674459cec15b061bf75f79c6,PIN000000000XW,OC01961_IND001,,Indication for Others file,CL,,,,,MDM,2024-11-25 11:04:46.000,2025-11-20 06:51:14.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62088,674459cec15b061bf75f79c7,PIN000000000XX,OC01964_IND001,,Indication for Others file,EE,Ongoing,Ongoing,,,MDM,2024-11-25 11:04:46.000,2026-01-17 06:50:56.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62089,674459cec15b061bf75f79ca,PIN000000000Y0,OC01968_IND001,,Indication for Others file,CM,Ongoing,Ongoing,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:50:17.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62090,674459cec15b061bf75f79cd,PIN000000000Y3,OC01973_IND001,,Indication for Others file,CA,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:50:40.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62091,674459cec15b061bf75f79ce,PIN000000000Y4,OC01976_IND001,,Indication for Others file,EE,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:51:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62092,674459cec15b061bf75f79d2,PIN000000000Y8,OC01982_IND001,,Indication for Others file,CL,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:50:33.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62093,674459cec15b061bf75f79d3,PIN000000000Y9,OC01983_IND001,,Indication for Others file,CL,,,,,MDM,2024-11-25 11:04:46.000,2025-06-28 05:51:37.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62094,674459cec15b061bf75f79d7,PIN000000000YD,POLY_BJ_INDIC_OTHERS,,Indication for Others file,BJ,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:51:07.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62095,674459cec15b061bf75f79d9,PIN000000000YF,POLY_BQ_INDIC_OTHERS,,Indication for Others file,BQ,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:51:02.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62096,674459cec15b061bf75f79da,PIN000000000YG,POLY_FA_INDIC_OTHERS,,Indication for Others file,FA,,,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:51:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62097,674459cec15b061bf75f79dd,PIN000000000YJ,RC00778_INDIC_OTHERS,,CIML Collaboration Immuno-Inflammation,CF,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:50:26.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62098,674459cec15b061bf75f79e0,PIN000000000YM,RC01128_INDIC_OTHERS,,Type 1/17 Immunology & Arthritis,CF,,,,,MDM,2024-11-25 11:04:46.000,2025-10-28 06:50:23.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
62099,674459cec15b061bf75f79e1,PIN000000000YN,RC01149_INDIC_OTHERS,,Indication for Others file,CH,Stopped,Stopped inactive,,,MDM,2024-11-25 11:04:46.000,2025-04-12 05:50:56.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
