TVP_PROF_ID,TITLE,ATTRIBUTE NAME,INDICATION,PROJECT CODE,PROJECT NAME,COMMENTS,STATUS,CREATED BY,MODIFIED BY,CREATED,MODIFIED
604,Who,,SAR441344_IND003,SAR441344,frexalimab,Want to reduce disease-associated activity while improving overall quality of life in daily living,Draft,Pintu.Saha@sanofi.com,Pintu.Saha@sanofi.com,2025-01-30 02:21:00.000,2025-01-30 02:21:00.000
345,Who,,SAR446681_IND002,SAR446681,Tzield,"Preservation of their β-cell function for an easier clinical management with potentially longer TiR, less insulin requirements and less severe hypoglycemic episodes and better glycemic control
",Published,Evelyne.Dombrecht@sanofi.com,Evelyne.Dombrecht@sanofi.com,2024-10-28 21:44:00.000,2024-10-29 18:32:00.000
748,That will,Patients,SAR446878_IND001,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Safer and more tolerable compared to&nbsp;T-cell mediated therapies (limited risk of CRS and neurotoxicity, no lymphodepletion-related side effects)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">More convenient compared to CAR-T (faster initiation,&nbsp;limited hospitalization requirements, simpler outpatient care)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Meaningful improvement (or at least delay in deterioration) in HR-QoL (fatigue, functioning)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Treatment alternative for patients who are&nbsp;not eligible for&nbsp;or cannot access CAR-T</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Fixed duration treatment with durable efficacy</span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
746,Our product is,Versus future SoC/Main Competitors,SAR446878_IND001,SAR446878,CD22 CAR-T,"<p style=""text-align:left"" class=""O1""><span style=""font-size:11px"">Future SOC / main competitors (likely still TCE)</span></p><ul><li style=""text-align:left"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Chemo-free regimen in 3L+; rapidly delivered off-the-shelf </span></span></span></span></span></span></span></span></span></span></li><li style=""text-align:left"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Reduced inflammatory toxicity (e.g., CRS) or rapid occurrence potentially enabling outpatient delivery</span></span></span></span></span></span></span></span></span></span></li><li style=""text-align:left"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Potentially superior efficacy from leveraging endogenous T cell fitness without requirement for </span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span><em>ex vivo </em></span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>editing and brain-to-vein delay; potentially overcoming T cell exhaustion seen with TCEs</span></span></span></span></span></span></span></span></span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
747,That will,Prescribers,SAR446878_IND001,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Outpatient delivery and superior AE management strategies vs. autologous CAR-T</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Redosable</span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span> strategy to titrate CAR transfection, proliferation, and corresponding 'tunable' efficacy / safety</span></span></span></span></span></span></span></span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
498,For,,,SAR443765,lunsekimig,,Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2024-12-04 12:31:00.000,2025-01-20 15:44:00.000
743,For,,SAR446878_IND001,SAR446878,CD22 CAR-T,"<p style=""text-align:left""><span style=""font-size:8.0pt"">Adult DLBCL patients with relapsed or refractory large B-cell lymphoma, autologous CD19 CAR-T exposed</span></p>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
745,Our product is,Versus current SoC,SAR446878_IND001,SAR446878,CD22 CAR-T,"<p style=""text-align:left""><span style=""font-size:8.0pt"">A much less toxic, off-the-shelf therapy with clinically relevant efficacy in the post-CAR-T setting, similar or better efficacy than auto CAR-T, and superior in efficacy to 3L+ TCEs.&nbsp;More accessible option to </span><span style=""font-size:8.0pt"">patients</span><span style=""font-size:8.0pt""> vs autologous CAR-T, and without the need for <em>ex vivo </em>editing (clinical and non-clinical advantages).</span></p><p style=""text-align:left""><span style=""font-size:8.0pt"">SOC (TCE):</span></p><ul><li style=""text-align:left"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Improved </span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>mPFS</span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span> (primary endpoint), by 40% (3 months), in a very severe population; later confirmation of OS benefit</span></span></span></span></span></span></span></span></span></span></li><li style=""text-align:left"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Curative power and durability of CAR-T combined with the superior tolerability and off-the-shelf access of TCEs</span></span></span></span></span></span></span></span></span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
599,Our product is,Versus future SoC/Main Competitors,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:00:00.000,2025-01-22 11:45:00.000
596,For,,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:00:00.000,2025-01-22 11:45:00.000
597,Who,,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:00:00.000,2025-01-22 11:45:00.000
598,Our product is,Versus current SoC,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:00:00.000,2025-01-22 11:45:00.000
600,That will,Prescribers,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:01:00.000,2025-01-22 11:45:00.000
601,That will,Patients,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:01:00.000,2025-01-22 11:45:00.000
602,That will,Payers,,SP0087,VRVg,,Draft,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2025-01-22 11:01:00.000,2025-01-22 11:46:00.000
610,For,,SAR446422_IND001,SAR446422,CD28xOX40,"Adult patients with early, progressive interstitial lung diseases (ILDs) associated with connective tissue disorders. ",Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
614,That will,Prescribers,SAR446422_IND001,SAR446422,CD28xOX40,"Combined efficacy of FVC improvement and other extra-pulmonary benefits (e.g. skin thickening in SSc-ILD subpopulation).

Delayed progression of disease, organ damage prevention, fewer life-threatening complications.

Better safety/tolerability profile.

Durable efficacy enables less frequent maintenance dosing.",Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
615,That will,Patients,SAR446422_IND001,SAR446422,CD28xOX40,"Improve daily functional activities (components of L-IPF PRO).

Improvement of pain, fatigue, and patient QoL.

Delay the progression of the disease.

Durable efficacy enables less frequent maintenance dosing.",Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
744,Who,,SAR446878_IND001,SAR446878,CD22 CAR-T,"<p style=""text-align:left""><span style=""font-size:8.0pt"">After two or more lines of systemic therapy, including anthracycline-based immunotherapy​, and in patients who have progressed following, or who were refractory to autologous CAR-T therapy</span></p>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
775,That will,Prescribers,SAR446878_IND002,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Outpatient delivery and superior AE management strategies vs. autologous CAR-T</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Redosable</span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span> strategy to titrate CAR transfection, proliferation, and corresponding 'tunable' efficacy / safety</span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Better efficacy than R</span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span><span>2</span></span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span> +/- TCE (as chemo-free regimen)</span></span></span></span></span></span></span></span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:11:00.000,2025-09-11 16:11:00.000
736,For,,SP0338_IND001,SP0338,CT+NG,"<p style=""text-align:left""><span style=""font-size:14px"">For males and females from 11&nbsp;years of age to 44 years of age, regardless of serostatus&nbsp;</span></p>",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2025-08-11 17:26:00.000,2025-08-11 17:26:00.000
791,That will,Payers,CIDP - Refractory,SAR445088,riliprubart,"<p style=""text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>High clinical value supported by robust evidence in all, including the most difficult to treat CIDP patient sub-groups </span></span></span></span></span></span></span></span></p><div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>No associated site of care costs (after loading dose)​</span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Reduced healthcare utilization due to better efficacy and safety profile​</span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Cost effective vs SOC at target price using basic ICER thresholds (aspirational)</span></span></span></span></span></span></span></span></div>",Published,Helena.Andersson@sanofi.com,Helena.Andersson@sanofi.com,2025-09-29 17:33:00.000,2025-09-29 17:34:00.000
625,Who,,SP0256_IND001,SP0256,RSV+hMPV mRNA,<p>All adults need protection against RSV + HMPV</p>,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-12-19 18:57:00.000
617,For,,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
618,Who,,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
619,Our product is,Versus current SoC,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
620,Our product is,Versus future SoC/Main Competitors,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
621,That will,Prescribers,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
622,That will,Patients,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
623,That will,Payers,,SAR446422,CD28xOX40,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2025-01-31 21:47:00.000,2025-01-31 21:47:00.000
635,That will,Prescribers,,SP0256,RSV+hMPV mRNA,,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-02-03 15:39:00.000
626,Our product is,Versus current SoC,SP0256_IND001,SP0256,RSV+hMPV mRNA,"<ul><li style=""margin-left: 27px; text-align: left;"" class=""O0"">Versus GSK, Pfizer (launch 2023 RSVoa) &amp; Moderna (launch 2024 RSVoa)</li><li style=""margin-left: 27px; text-align: left;"" class=""O0"">No SoC for HMPV</li></ul>",Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-12-19 18:57:00.000
8,For,,SP0269_IND001,SP0269,Chlamydia mRNA,"For males and females from 9 years of age to 44 years of age, regardless of serostatus 
",Published,Kirsten.Schneider-Ohrum@sanofi.com,Kirsten.Schneider-Ohrum@sanofi.com,2023-12-06 14:16:00.000,2023-12-06 14:26:00.000
631,For,,,SP0256,RSV+hMPV mRNA,,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-02-03 15:39:00.000
632,Who,,,SP0256,RSV+hMPV mRNA,,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-02-03 15:39:00.000
633,Our product is,Versus current SoC,,SP0256,RSV+hMPV mRNA,,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-02-03 15:39:00.000
634,Our product is,Versus future SoC/Main Competitors,,SP0256,RSV+hMPV mRNA,,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-02-03 15:39:00.000
645,For,,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
646,Who,,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
647,Our product is,Versus current SoC,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
648,Our product is,Versus future SoC/Main Competitors,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
649,That will,Prescribers,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
650,That will,Patients,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
651,That will,Payers,,SP0268,C acnes mRNA,,Draft,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-02-07 14:22:00.000
624,For,,SP0256_IND001,SP0256,RSV+hMPV mRNA,"<p style=""text-align:left"">All individuals 60 years old and older, and 18-59 at increased risk for severe RSV disease</p><p>All individuals 50-59yo1: study to be started after TANGO POC (included in CDP), results post-licensure</p>",Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-12-19 18:57:00.000
9,Who,,SP0269_IND001,SP0269,Chlamydia mRNA,"Protection against primary and recurrent symptomatic and asymptomatic CT infection resulting in urogenital diseases and long-term sequelae (i.e., PID, infertility) 
",Published,Kirsten.Schneider-Ohrum@sanofi.com,Kirsten.Schneider-Ohrum@sanofi.com,2023-12-06 14:16:00.000,2023-12-06 14:26:00.000
627,Our product is,Versus future SoC/Main Competitors,SP0256_IND001,SP0256,RSV+hMPV mRNA,<ul><li>Vs stand alone RSVoa vaccines</li><li>Vs future combo vaccines (RSV+HMPV)</li></ul>,Published,Lori.Lukashefski@sanofi.com,Lori.Lukashefski@sanofi.com,2025-02-03 15:39:00.000,2025-12-19 18:57:00.000
640,Our product is,Versus current SoC,SP0268_IND001,SP0268,C acnes mRNA,"<ul><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><span>An injectable therapy (vaccine)</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>The only product combining durable high efficacy, significantly </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>improved safety profile vs. SoC </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>and a simple administration schedule, with the potential to transform the management of acne</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Comparable, high efficacy</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Significantly better safety and tolerability</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Longer-effect, demonstrated even when off-treatment</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Simplified therapy routine, safe and applicable to all gender</span></span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 12px; text-align: left;"" class=""O0""><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Decreased risk of post-acne sequelae</span></span></span></span></span></span></span></span></span></span></span></li></ul>",Published,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-10-30 10:31:00.000
652,For,,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
653,Who,,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
654,Our product is,Versus current SoC,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
655,Our product is,Versus future SoC/Main Competitors,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
656,That will,Prescribers,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
657,That will,Patients,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
658,That will,Payers,SP0275_IND001,SP0275,P gingivalis mRNA,,Draft,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2025-02-11 14:05:00.000,2025-02-11 14:05:00.000
638,For,,SP0268_IND001,SP0268,C acnes mRNA,"<p style=""text-align:left""><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:black""><span>Patients with moderate-to-severe acne </span></span></span></span><span style=""font-size:13.0pt""><span><span style=""color:black""><span><span>(all gender, from 9 years of age)</span></span></span></span></span></span></span></span></span></span></span></p>",Published,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-10-30 10:31:00.000
639,Who,,SP0268_IND001,SP0268,C acnes mRNA,"<p><span style=""font-size:11pt""><span><span><span>To durably clear their skin from acne lesions and decrease risk of post-acne sequelae such as scars and hyperpigmentation, avoiding the lengthy patient pathway of trial and error</span></span></span></span></p>",Published,Annie.Sauveur@sanofi.com,Annie.Sauveur@sanofi.com,2025-02-07 14:22:00.000,2025-10-30 10:31:00.000
776,That will,Patients,SAR446878_IND002,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Safer and more tolerable compared to&nbsp;T-cell mediated therapies (limited risk of CRS and neurotoxicity, no lymphodepletion-related side effects) for 2L+ pts</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">More convenient compared to CAR-T (faster initiation,&nbsp;limited hospitalization requirements, simpler outpatient care)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Chemo-free regimen</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Meaningful improvement (or at least delay in deterioration) in HR-QoL (fatigue, functioning)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">CAR-T-like therapy for 2L FL patients (e.g., like brexu-cel) where future TCE mono and combo Tx efficacy falls short</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Can better address BTKi-refractory pts, 1L refractory / rapid relapse (≤12 mo) pts, and potentially patients with CNS involvement better than other 2L options</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Fixed duration treatment with durable efficacy</span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:11:00.000,2025-09-11 16:11:00.000
777,That will,Payers,SAR446878_IND002,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Will PFS and ORR/CRR be sufficient to validate benefit without OS?</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Overall budget impact to be further assessed (vs autologous CAR-T) for 3L+ pts who receive CAR-T</span></span></li><li style=""margin-left: 54px; text-align: left;"" class=""O2""><span style=""font-size:11px""><span style=""color:black"">outpatient setting and limited AE management challenges</span></span></li><li style=""margin-left: 54px; text-align: left;"" class=""O2""><span style=""font-size:11px""><span style=""color:black"">easier access increases size of eligible population, as does indication (CAR-T ineligible)</span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span style=""font-size:11px""><span style=""color:black"">Superior outcomes when delivered in earlier lines</span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:11:00.000,2025-09-11 16:11:00.000
772,Who,,SAR446878_IND002,SAR446878,CD22 CAR-T,"<p style=""text-align:left""><span style=""font-size:8.0pt"">After </span><span style=""font-size:8.0pt"">one or more lines of systemic therapy, including chemoimmunotherapy, and who were ineligible for transplant </span></p>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:11:00.000,2025-09-11 16:11:00.000
771,For,,SAR446878_IND002,SAR446878,CD22 CAR-T,"<p style=""text-align:left""><span style=""font-size:8.0pt"">Adult mantle cell lymphoma patients with relapsed or refractory MCL</span></p>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:10:00.000,2025-09-11 16:10:00.000
773,Our product is,Versus current SoC,SAR446878_IND002,SAR446878,CD22 CAR-T,"<p style=""text-align:left""><span style=""font-size:8.0pt"">1) CAR-T-like product earlier than approved or in development, i.e., 2L, that may be beneficial to quick relapses, e.g., within 12 months</span></p><p style=""text-align:left""><span style=""font-size:8.0pt"">2) Superior durability and other efficacy markers to 2L BTKi, and TCE based regimens if approved</span></p><p style=""text-align:left""><strong><span style=""font-size:8.0pt"">SOC: lenalidomide + rituximab, R<sup>2</sup>:</span></strong></p><ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Improved PFS by approx. 11.5 months (vs. </span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>zanubrutinib</span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>, i.e., 30% greater vs benchmark BTKi registrational trial package)</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Improved OS, but likely not available at launch</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>ORR/</span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>DoR</span></span></span></span></span></span></span></span></span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:11:00.000,2025-09-11 16:11:00.000
674,Who,,SAR447816_IND001,SAR447816,uliledlimab,"1L - Improved OS, durable response and better disease control 
",Published,Ivy.Ni@sanofi.com,Ivy.Ni@sanofi.com,2025-02-27 04:15:00.000,2025-02-27 10:27:00.000
677,That will,Prescribers,SAR447816_IND001,SAR447816,uliledlimab,,Published,Ivy.Ni@sanofi.com,Ivy.Ni@sanofi.com,2025-02-27 04:16:00.000,2025-02-27 10:27:00.000
671,That will,Patients,SAR650984_IND009,SAR650984,Sarclisa,,Draft,Pascale.Beltran@sanofi.com,Pascale.Beltran@sanofi.com,2025-02-18 20:19:00.000,2025-02-18 20:19:00.000
